set_num,name,year,theme_id,num_parts,img_url,figs,retail,unique_figs,rating,retire_month,value,brickset_rating
70726-1,Destructoid,2014,435,253,https://cdn.rebrickable.com/media/sets/70726-1.jpg,3,24.99,1,4.7,November 2015,122.08,3.7
70727-1,X-1 Ninja Charger,2014,435,426,https://cdn.rebrickable.com/media/sets/70727-1.jpg,3,34.99,2,4.8,June 2015,154.50,4.2
70728-1,Battle for Ninjago City,2014,435,1224,https://cdn.rebrickable.com/media/sets/70728-1.jpg,8,89.99,5,4.7,August 2015,244.20,4.5
70730-1,Chain Cycle Ambush,2015,435,298,https://cdn.rebrickable.com/media/sets/70730-1.jpg,3,24.99,1,4.8,October 2016,94.60,3.8
70731-1,Jay Walker One,2015,435,386,https://cdn.rebrickable.com/media/sets/70731-1.jpg,4,29.99,4,4.8,June 2017,108.78,3.6
70732-1,City of Stiix,2015,435,1070,https://cdn.rebrickable.com/media/sets/70732-1.jpg,9,89.99,1,4.7,February 2017,306.92,4.4
70733-1,Blaster Bike,2015,435,212,https://cdn.rebrickable.com/media/sets/70733-1.jpg,2,17.99,0,4.8,November 2016,63.21,3.8
70734-1,Master Wu Dragon,2015,435,576,https://cdn.rebrickable.com/media/sets/70734-1.jpg,5,34.99,2,4.5,December 2016,110.42,4.3
70735-1,Ronin R.E.X.,2015,435,547,https://cdn.rebrickable.com/media/sets/70735-1.jpg,4,39.99,2,4.8,December 2016,122.04,4.1
70736-1,Attack of the Morro Dragon,2015,435,658,https://cdn.rebrickable.com/media/sets/70736-1.jpg,6,59.99,1,4.7,November 2016,220.77,4.5
70737-1,Titan Mech Battle,2015,435,755,https://cdn.rebrickable.com/media/sets/70737-1.jpg,5,39.99,1,4.8,November 2016,209.63,4.2
70738-1,Final Flight of Destiny's Bounty,2015,435,1264,https://cdn.rebrickable.com/media/sets/70738-1.jpg,9,99.99,2,4.5,December 2016,309.49,4.3
70745-1,Anacondrai Crusher,2015,435,219,https://cdn.rebrickable.com/media/sets/70745-1.jpg,2,17.99,0,4.8,November 2015,69.27,3.6
70746-1,Condrai Copter Attack,2015,435,311,https://cdn.rebrickable.com/media/sets/70746-1.jpg,3,24.99,2,4.7,July 2016,66.28,3.8
70747-1,Boulder Blaster,2015,435,236,https://cdn.rebrickable.com/media/sets/70747-1.jpg,3,24.99,0,4.6,August 2016,47.51,4.0
70748-1,Titanium Dragon,2015,435,361,https://cdn.rebrickable.com/media/sets/70748-1.jpg,3,34.99,1,4.7,August 2016,103.03,4.1
70749-1,Enter the Serpent,2015,435,529,https://cdn.rebrickable.com/media/sets/70749-1.jpg,5,39.99,3,4.8,July 2016,141.87,4.0
70750-1,Ninja DB X,2015,435,756,https://cdn.rebrickable.com/media/sets/70750-1.jpg,7,59.99,3,4.7,April 2016,260.73,4.0
70751-1,Temple of Airjitzu,2015,435,2030,https://cdn.rebrickable.com/media/sets/70751-1.jpg,13,169.99,7,4.6,March 2017,362.24,4.6
70756-1,Dojo Showdown,2015,435,215,https://cdn.rebrickable.com/media/sets/70756-1.jpg,0,0,0,4.6,March 2017,362.24,3.9
70804-1,Ice Cream Machine,2014,578,344,https://cdn.rebrickable.com/media/sets/70804-1.jpg,3,24.99,3,4.4,February 2015,38.23,4.0
70805-1,Trash Chomper,2014,578,389,https://cdn.rebrickable.com/media/sets/70805-1.jpg,3,24.99,3,4.3,March 2015,58.93,3.9
70806-1,Castle Cavalry,2014,578,424,https://cdn.rebrickable.com/media/sets/70806-1.jpg,3,24.99,3,4.6,January 2015,48.45,3.7
70807-1,MetalBeard's Duel,2014,578,412,https://cdn.rebrickable.com/media/sets/70807-1.jpg,3,29.99,1,4.7,October 2015,115.79,4.2
70810-1,MetalBeard's Sea Cow,2014,578,2743,https://cdn.rebrickable.com/media/sets/70810-1.jpg,5,169.99,2,4.6,October 2015,312.83,4.5
70811-1,The Flying Flusher,2014,578,351,https://cdn.rebrickable.com/media/sets/70811-1.jpg,3,24.99,3,4.7,February 2015,36.08,3.9
70812-1,Creative Ambush,2014,578,474,https://cdn.rebrickable.com/media/sets/70812-1.jpg,4,34.99,4,4.2,January 2015,43.80,3.9
70813-1,Rescue Reinforcements,2014,578,859,https://cdn.rebrickable.com/media/sets/70813-1.jpg,5,59.99,4,4.2,January 2015,97.48,4.0
70814-1,Emmet's Construct-o-Mech,2014,578,708,https://cdn.rebrickable.com/media/sets/70814-1.jpg,4,49.99,1,4.8,October 2015,177.71,3.9
70815-1,Super Secret Police Dropship,2014,578,854,https://cdn.rebrickable.com/media/sets/70815-1.jpg,8,69.99,6,4.5,November 2015,129.44,4.4
70816-1,"Benny's Spaceship, Spaceship, SPACESHIP!",2014,578,940,https://cdn.rebrickable.com/media/sets/70816-1.jpg,7,79.99,5,4.8,October 2015,209.66,4.5
70819-1,Bad Cop Car Chase,2015,578,292,https://cdn.rebrickable.com/media/sets/70819-1.jpg,4,24.99,1,4.8,December 2015,85.08,3.8
70820-1,Movie Maker,2019,670,482,https://cdn.rebrickable.com/media/sets/70820-1.jpg,6,44.99,5,4.5,January 2020,50.95,3.2
70825-1,Queen Watevra's Build Whatever Box!,2019,670,455,https://cdn.rebrickable.com/media/sets/70825-1.jpg,0,34.99,0,4.4,March 2020,26.48,4.0
70826-1,Rex's Rex-treme Offroader!,2019,670,236,https://cdn.rebrickable.com/media/sets/70826-1.jpg,2,24.99,0,4.6,October 2020,29.26,3.7
70827-1,Ultrakatty & Warrior Lucy!,2019,670,348,https://cdn.rebrickable.com/media/sets/70827-1.jpg,2,24.99,0,4.6,December 2020,29.42,4.1
70828-1,Pop-Up Party Bus,2019,670,1024,https://cdn.rebrickable.com/media/sets/70828-1.jpg,2,79.99,3,4.5,January 2020,56.51,4.3
70829-1,Emmet and Lucy's Escape Buggy!,2019,670,550,https://cdn.rebrickable.com/media/sets/70829-1.jpg,4,44.99,2,4.6,January 2020,44.36,3.8
70830-1,Sweet Mayhem's Systar Starship!,2019,670,502,https://cdn.rebrickable.com/media/sets/70830-1.jpg,3,59.99,1,4.6,January 2020,60.83,4.3
70831-1,Emmet's Dream House / Rescue Rocket!,2019,670,706,https://cdn.rebrickable.com/media/sets/70831-1.jpg,2,54.99,2,4.7,December 2019,74.25,4.2
70834-1,MetalBeard's Heavy Metal Motor Trike!,2019,670,461,https://cdn.rebrickable.com/media/sets/70834-1.jpg,1,54.99,2,4.5,November 2019,57.43,3.9
70835-1,Rex's Rexplorer!,2019,670,1187,https://cdn.rebrickable.com/media/sets/70835-1.jpg,2,109.99,0,4.5,January 2020,92.70,3.8
70837-1,Shimmer & Shine Sparkle Spa!,2019,670,694,https://cdn.rebrickable.com/media/sets/70837-1.jpg,8,59.99,8,4.7,March 2020,47.83,3.8
70838-1,Queen Watevra's 'So-Not-Evil' Space Palace,2019,670,997,https://cdn.rebrickable.com/media/sets/70838-1.jpg,5,94.99,5,4.6,March 2020,73.07,3.8
70839-1,The Rexcelsior!,2019,670,1826,https://cdn.rebrickable.com/media/sets/70839-1.jpg,4,139.99,4,4.9,June 2020,178.59,4.0
70840-1,Welcome to Apocalypseburg!,2019,670,3178,https://cdn.rebrickable.com/media/sets/70840-1.jpg,13,279.99,11,5.0,November 2019,645.32,4.6
70842-1,Emmet's Triple-Decker Couch Mech,2019,670,312,https://cdn.rebrickable.com/media/sets/70842-1.jpg,3,24.99,1,4.8,October 2020,43.67,3.9
70849-1,Wyld-Mayhem Star Fighter,2019,670,405,https://cdn.rebrickable.com/media/sets/70849-1.jpg,4,44.99,4,4.6,September 2020,57.15,3.8
70901-1,Mr. Freeze Ice Attack,2017,708,201,https://cdn.rebrickable.com/media/sets/70901-1.jpg,3,19.99,2,4.7,January 2019,40.23,3.9
70903-1,The Riddler Riddle Racer,2017,708,254,https://cdn.rebrickable.com/media/sets/70903-1.jpg,5,29.99,4,4.2,August 2018,34.64,4.0
70904-1,Clayface Splat Attack,2017,708,448,https://cdn.rebrickable.com/media/sets/70904-1.jpg,2,29.99,1,4.2,March 2018,36.25,4.0
70905-1,The Batmobile,2017,708,581,https://cdn.rebrickable.com/media/sets/70905-1.jpg,5,54.99,1,4.4,December 2018,71.72,4.1
70906-1,The Joker Notorious Lowrider,2017,708,433,https://cdn.rebrickable.com/media/sets/70906-1.jpg,3,54.99,1,4.7,August 2018,77.30,4.2
70907-1,Killer Croc Tail-Gator,2017,708,460,https://cdn.rebrickable.com/media/sets/70907-1.jpg,4,64.99,3,4.4,March 2018,92.61,3.9
70908-1,The Scuttler,2017,708,775,https://cdn.rebrickable.com/media/sets/70908-1.jpg,6,84.99,5,4.2,March 2018,95.88,4.1
70909-1,Batcave Break-in,2017,708,1047,https://cdn.rebrickable.com/media/sets/70909-1.jpg,7,109.99,6,4.6,November 2018,126.74,4.0
70910-1,Scarecrow Special Delivery,2017,708,203,https://cdn.rebrickable.com/media/sets/70910-1.jpg,3,19.99,2,4.5,August 2018,27.78,3.7
70911-1,The Penguin Arctic Roller,2017,708,305,https://cdn.rebrickable.com/media/sets/70911-1.jpg,2,29.99,1,4.8,November 2018,47.54,4.3
70912-1,Arkham Asylum,2017,708,1628,https://cdn.rebrickable.com/media/sets/70912-1.jpg,13,139.99,11,4.6,August 2018,200.28,4.1
70914-1,Bane Toxic Truck Attack,2017,708,366,https://cdn.rebrickable.com/media/sets/70914-1.jpg,3,49.99,2,4.7,August 2018,111.59,3.8
70915-1,Two-Face Double Demolition,2017,708,564,https://cdn.rebrickable.com/media/sets/70915-1.jpg,4,49.99,3,4.5,March 2018,85.88,4.0
70916-1,The Batwing,2017,708,1053,https://cdn.rebrickable.com/media/sets/70916-1.jpg,3,99.99,1,4.4,August 2018,104.90,4.3
70917-1,The Ultimate Batmobile,2017,708,1456,https://cdn.rebrickable.com/media/sets/70917-1.jpg,8,139.99,4,4.5,October 2018,206.04,4.3
70919-1,The Justice League Anniversary Party,2018,708,268,https://cdn.rebrickable.com/media/sets/70919-1.jpg,4,29.99,4,4.5,January 2019,38.60,3.8
70920-1,Egghead Mech Food Fight,2018,708,293,https://cdn.rebrickable.com/media/sets/70920-1.jpg,3,29.99,2,4.6,January 2019,42.00,4.2
70921-1,Harley Quinn Cannonball Attack,2018,708,425,https://cdn.rebrickable.com/media/sets/70921-1.jpg,4,49.99,3,4.5,February 2019,64.95,3.7
70922-1,The Joker Manor,2017,708,3445,https://cdn.rebrickable.com/media/sets/70922-1.jpg,10,249.99,7,4.9,December 2018,567.76,4.2
70923-1,The Bat-Space Shuttle,2018,708,643,https://cdn.rebrickable.com/media/sets/70923-1.jpg,6,69.99,4,4.8,November 2018,147.14,4.0
71006-1,The Simpsons House,2014,301,2547,https://cdn.rebrickable.com/media/sets/71006-1.jpg,6,179.99,5,4.8,November 2017,392.07,4.4
71016-1,The Kwik-E-Mart,2015,301,2179,https://cdn.rebrickable.com/media/sets/71016-1.jpg,6,169.99,4,4.5,November 2017,407.60,4.5
71040-1,Disney Castle,2016,608,4081,https://cdn.rebrickable.com/media/sets/71040-1.jpg,7,289.99,5,4.9,December 2022,292.78,4.5
71042-1,Silent Mary,2017,263,2294,https://cdn.rebrickable.com/media/sets/71042-1.jpg,8,179.99,8,4.8,December 2018,330.17,4.3
71044-1,Disney Train and Station,2019,608,2927,https://cdn.rebrickable.com/media/sets/71044-1.jpg,5,299.99,5,4.8,December 2021,411.04,4.2
71170-1,PS3 Starter Pack,2015,604,268,https://cdn.rebrickable.com/media/sets/71170-1.jpg,0,89.99,0,4.3,December 2017,31.18,3.8
71171-1,Playstation 4 Starter Pack,2015,604,268,https://cdn.rebrickable.com/media/sets/71171-1.jpg,3,99.99,0,4.5,September 2019,114.63,4.1
71172-1,Xbox One Starter Pack,2015,604,268,https://cdn.rebrickable.com/media/sets/71172-1.jpg,3,99.99,0,4.4,December 2017,111.52,3.8
71173-1,Xbox 360 Starter Pack,2015,604,268,https://cdn.rebrickable.com/media/sets/71173-1.jpg,3,89.99,0,4.4,September 2019,83.72,3.5
71174-1,Wii U Starter Pack,2015,604,268,https://cdn.rebrickable.com/media/sets/71174-1.jpg,3,89.99,0,4.6,September 2019,94.05,3.6
71242-1,Ghostbusters: Play The Complete Movie Story Pack,2016,604,259,https://cdn.rebrickable.com/media/sets/71242-1.jpg,1,39.99,1,4.5,October 2017,33.46,3.6
71253-1,Fantastic Beasts and Where to Find Them Story Pack,2016,604,261,https://cdn.rebrickable.com/media/sets/71253-1.jpg,1,39.99,1,4.4,December 2016,49.44,3.7
71362-1,Guarded Fortress Expansion Set,2020,690,468,https://cdn.rebrickable.com/media/sets/71362-1.jpg,0,44.99,0,4.7,December 2021,43.32,3.8
71365-1,Piranha Plant Power Slide Expansion Set,2020,690,217,https://cdn.rebrickable.com/media/sets/71365-1.jpg,0,24.99,0,4.5,December 2021,30.96,3.7
71367-1,Mario's House & Yoshi Expansion Set,2020,690,206,https://cdn.rebrickable.com/media/sets/71367-1.jpg,0,24.99,0,4.6,January 2023,23.25,3.9
71368-1,Toad's Treasure Hunt Expansion Set,2020,690,465,https://cdn.rebrickable.com/media/sets/71368-1.jpg,0,74.99,0,4.6,August 2022,55.38,3.7
71369-1,Bowser's Castle Boss Battle Expansion Set,2020,690,1010,https://cdn.rebrickable.com/media/sets/71369-1.jpg,0,89.99,0,4.6,November 2021,121.79,4.1
71376-1,Thwomp Drop Expansion Set,2020,690,393,https://cdn.rebrickable.com/media/sets/71376-1.jpg,0,34.99,0,4.6,November 2021,39.96,3.8
71377-1,King Boo and the Haunted Yard Expansion Set,2020,690,431,https://cdn.rebrickable.com/media/sets/71377-1.jpg,0,44.99,0,4.6,January 2022,50.93,3.9
71699-1,Thunder Raider,2020,435,576,https://cdn.rebrickable.com/media/sets/71699-1.jpg,5,44.99,1,4.8,December 2020,104.45,4.4
71702-1,Golden Mech,2020,435,489,https://cdn.rebrickable.com/media/sets/71702-1.jpg,4,34.99,3,4.9,December 2020,110.84,4.4
71704-1,Kai Fighter,2020,435,513,https://cdn.rebrickable.com/media/sets/71704-1.jpg,4,34.99,1,4.7,November 2021,44.06,4.1
71705-1,Destiny's Bounty,2020,435,1783,https://cdn.rebrickable.com/media/sets/71705-1.jpg,7,124.99,3,4.7,November 2021,155.20,4.5
71707-1,Kai's Mech Jet,2020,435,226,https://cdn.rebrickable.com/media/sets/71707-1.jpg,2,17.99,0,4.6,September 2021,25.90,3.7
71708-1,Gamer's Market,2020,435,228,https://cdn.rebrickable.com/media/sets/71708-1.jpg,9,29.99,6,4.9,October 2021,42.86,4.2
71709-1,Jay and Lloyd's Velocity Racers,2020,435,323,https://cdn.rebrickable.com/media/sets/71709-1.jpg,1,24.99,0,4.5,December 2021,38.64,3.8
71710-1,Ninja Tuner Car,2020,435,428,https://cdn.rebrickable.com/media/sets/71710-1.jpg,4,34.99,1,4.4,November 2021,34.47,3.7
71711-1,Jay's Cyber Dragon,2020,435,527,https://cdn.rebrickable.com/media/sets/71711-1.jpg,5,44.99,1,4.4,September 2021,46.07,4.2
71712-1,Empire Temple of Madness,2020,435,820,https://cdn.rebrickable.com/media/sets/71712-1.jpg,5,69.99,3,4.7,November 2021,75.56,4.1
71713-1,Empire Dragon,2020,435,295,https://cdn.rebrickable.com/media/sets/71713-1.jpg,3,24.99,0,4.8,December 2020,45.76,4.0
71717-1,Journey to the Skull Dungeons,2020,435,401,https://cdn.rebrickable.com/media/sets/71717-1.jpg,4,24.99,0,4.6,October 2021,37.29,4.1
71718-1,Wu's Battle Dragon,2020,435,322,https://cdn.rebrickable.com/media/sets/71718-1.jpg,2,17.99,1,4.8,July 2021,32.51,4.1
71719-1,Zane's Mino Creature,2020,435,617,https://cdn.rebrickable.com/media/sets/71719-1.jpg,4,44.99,2,4.5,November 2021,48.10,4.0
71720-1,Fire Stone Mech,2020,435,977,https://cdn.rebrickable.com/media/sets/71720-1.jpg,5,64.99,1,4.8,October 2021,74.98,4.0
71721-1,Skull Sorcerer's Dragon,2020,435,1017,https://cdn.rebrickable.com/media/sets/71721-1.jpg,7,74.99,1,4.7,March 2022,103.70,4.4
71722-1,Skull Sorcerer's Dungeons,2020,435,1180,https://cdn.rebrickable.com/media/sets/71722-1.jpg,8,89.99,2,4.7,October 2021,123.30,4.5
7188-1,King's Carriage Ambush,2011,196,286,https://cdn.rebrickable.com/media/sets/7188-1.jpg,4,35.99,3,4.8,December 2011,102.90,3.9
7189-1,Mill Village Raid,2011,196,666,https://cdn.rebrickable.com/media/sets/7189-1.jpg,6,66.99,5,4.8,November 2011,332.06,4.5
72001-1,Lance's Hover Jouster,2018,605,217,https://cdn.rebrickable.com/media/sets/72001-1.jpg,3,19.99,3,4.7,February 2019,32.71,3.7
72003-1,Berserker Bomber,2018,605,369,https://cdn.rebrickable.com/media/sets/72003-1.jpg,3,29.99,2,4.7,February 2019,73.29,4.0
72004-1,Tech Wizard Showdown,2018,605,506,https://cdn.rebrickable.com/media/sets/72004-1.jpg,3,39.99,1,4.7,December 2018,89.67,4.2
72005-1,Aaron's X-bow,2018,605,569,https://cdn.rebrickable.com/media/sets/72005-1.jpg,4,49.99,2,4.5,March 2019,57.92,4.0
72006-1,Axl's Rolling Arsenal,2018,605,604,https://cdn.rebrickable.com/media/sets/72006-1.jpg,4,59.99,3,4.5,January 2019,72.13,3.8
7288-1,Mobile Police Unit,2011,61,408,https://cdn.rebrickable.com/media/sets/7288-1.jpg,3,41.99,1,4.2,December 2013,66.74,3.8
7292-1,Propeller Adventures,2012,672,244,https://cdn.rebrickable.com/media/sets/7292-1.jpg,0,17.99,0,4.6,December 2013,47.62,3.8
7325-1,Cursed Cobra Statue,2011,437,213,https://cdn.rebrickable.com/media/sets/7325-1.jpg,3,25.99,1,4.5,January 2012,89.25,4.0
7326-1,Rise of the Sphinx,2011,437,527,https://cdn.rebrickable.com/media/sets/7326-1.jpg,3,40.99,1,4.7,December 2011,117.84,4.2
7327-1,Scorpion Pyramid,2011,437,795,https://cdn.rebrickable.com/media/sets/7327-1.jpg,7,71.99,4,4.5,November 2011,379.86,4.5
7345-1,Transport Chopper,2012,672,383,https://cdn.rebrickable.com/media/sets/7345-1.jpg,0,24.99,0,4.6,December 2013,49.94,3.8
7346-1,Seaside House,2012,672,415,https://cdn.rebrickable.com/media/sets/7346-1.jpg,1,34.99,1,4.6,December 2014,54.90,4.2
7347-1,Highway Pickup,2012,672,805,https://cdn.rebrickable.com/media/sets/7347-1.jpg,0,59.99,0,4.2,December 2013,88.54,4.2
7498-1,Police Station,2011,61,786,https://cdn.rebrickable.com/media/sets/7498-1.jpg,6,71.99,4,4.6,December 2013,230.51,4.2
75002-1,AT-RT,2013,158,222,https://cdn.rebrickable.com/media/sets/75002-1.jpg,4,19.99,3,4.7,December 2014,58.87,3.9
75004-1,Z-95 Headhunter,2013,158,373,https://cdn.rebrickable.com/media/sets/75004-1.jpg,3,39.99,2,4.8,December 2014,204.76,4.1
75005-1,Rancor Pit,2013,158,381,https://cdn.rebrickable.com/media/sets/75005-1.jpg,4,59.99,2,4.8,December 2014,269.37,4.1
75012-1,BARC Speeder with Sidecar,2013,158,226,https://cdn.rebrickable.com/media/sets/75012-1.jpg,4,24.99,2,4.9,December 2014,394.16,4.2
75013-1,Umbaran MHC (Mobile Heavy Cannon),2013,158,493,https://cdn.rebrickable.com/media/sets/75013-1.jpg,4,49.99,2,4.8,January 2015,161.28,4.1
75014-1,Battle Of Hoth,2013,158,421,https://cdn.rebrickable.com/media/sets/75014-1.jpg,7,39.99,3,4.7,December 2013,149.27,3.9
75015-1,Corporate Alliance Tank Droid,2013,158,271,https://cdn.rebrickable.com/media/sets/75015-1.jpg,3,19.99,2,4.9,December 2014,162.93,4.0
75016-1,Homing Spider Droid,2013,158,295,https://cdn.rebrickable.com/media/sets/75016-1.jpg,4,29.99,2,4.9,November 2014,158.32,3.8
75017-1,Duel on Geonosis,2013,158,391,https://cdn.rebrickable.com/media/sets/75017-1.jpg,4,39.99,3,4.8,December 2014,206.93,3.9
75018-1,JEK-14's Stealth Starfighter,2013,158,550,https://cdn.rebrickable.com/media/sets/75018-1.jpg,4,59.99,4,4.8,December 2014,190.98,3.9
75019-1,AT-TE,2013,158,794,https://cdn.rebrickable.com/media/sets/75019-1.jpg,5,79.99,4,4.7,December 2014,229.28,4.4
75020-1,Jabba's Sail Barge,2013,158,850,https://cdn.rebrickable.com/media/sets/75020-1.jpg,6,99.99,5,4.8,January 2015,357.52,4.3
75021-1,Republic Gunship,2013,158,1175,https://cdn.rebrickable.com/media/sets/75021-1.jpg,7,109.99,4,4.5,December 2014,532.77,4.6
75022-1,Mandalorian Speeder,2013,158,211,https://cdn.rebrickable.com/media/sets/75022-1.jpg,3,24.99,3,4.8,November 2014,128.09,4.0
75023-1,Star Wars Advent Calendar 2013,2013,209,254,https://cdn.rebrickable.com/media/sets/75023-1.jpg,9,24.99,3,4.6,November 2013,78.53,3.7
75024-1,HH-87 Starhopper,2014,158,362,https://cdn.rebrickable.com/media/sets/75024-1.jpg,3,39.99,3,4.8,January 2015,115.74,3.8
75025-1,Jedi Defender-class Cruiser,2013,158,927,https://cdn.rebrickable.com/media/sets/75025-1.jpg,4,99.99,3,4.9,December 2014,377.49,4.2
75038-1,Jedi Interceptor,2014,158,223,https://cdn.rebrickable.com/media/sets/75038-1.jpg,2,19.99,1,4.7,October 2015,80.89,4.1
75039-1,V-Wing Starfighter,2014,158,201,https://cdn.rebrickable.com/media/sets/75039-1.jpg,2,19.99,1,4.8,November 2014,114.25,3.8
75040-1,General Grievous' Wheel Bike,2014,158,261,https://cdn.rebrickable.com/media/sets/75040-1.jpg,2,19.99,1,4.8,November 2015,102.38,4.0
75041-1,Vulture Droid,2014,158,205,https://cdn.rebrickable.com/media/sets/75041-1.jpg,3,19.99,1,4.8,February 2015,131.98,3.7
75042-1,Droid Gunship,2014,158,439,https://cdn.rebrickable.com/media/sets/75042-1.jpg,4,44.99,0,4.8,November 2015,121.34,3.9
75043-1,AT-AP,2014,158,717,https://cdn.rebrickable.com/media/sets/75043-1.jpg,5,59.99,0,4.7,October 2015,137.30,4.1
75044-1,Droid Tri-Fighter,2014,158,262,https://cdn.rebrickable.com/media/sets/75044-1.jpg,4,34.99,2,4.8,December 2015,120.30,3.7
75045-1,Republic AV-7 Anti-Vehicle Cannon,2014,158,434,https://cdn.rebrickable.com/media/sets/75045-1.jpg,4,44.99,3,4.8,December 2015,280.01,4.0
75046-1,Coruscant Police Gunship,2014,158,481,https://cdn.rebrickable.com/media/sets/75046-1.jpg,4,49.99,2,4.9,December 2015,298.08,4.2
75048-1,The Phantom,2014,158,234,https://cdn.rebrickable.com/media/sets/75048-1.jpg,2,19.99,1,4.8,October 2015,125.79,3.8
75049-1,Snowspeeder,2014,158,279,https://cdn.rebrickable.com/media/sets/75049-1.jpg,3,34.99,2,4.8,December 2015,101.90,4.1
75050-1,B-Wing,2014,158,448,https://cdn.rebrickable.com/media/sets/75050-1.jpg,3,49.99,3,4.7,November 2015,144.98,4.1
75051-1,Jedi Scout Fighter,2014,158,490,https://cdn.rebrickable.com/media/sets/75051-1.jpg,4,59.99,4,4.8,November 2015,172.78,4.0
75052-1,Mos Eisley Cantina,2014,158,616,https://cdn.rebrickable.com/media/sets/75052-1.jpg,8,64.99,2,4.7,November 2015,114.23,4.3
75053-1,The Ghost,2014,158,929,https://cdn.rebrickable.com/media/sets/75053-1.jpg,4,69.99,2,4.9,November 2015,570.00,4.2
75054-1,AT-AT,2014,158,1138,https://cdn.rebrickable.com/media/sets/75054-1.jpg,5,109.99,2,4.6,November 2015,145.71,4.4
75055-1,Imperial Star Destroyer,2014,158,1359,https://cdn.rebrickable.com/media/sets/75055-1.jpg,7,119.99,3,4.8,October 2015,333.36,4.4
75056-1,Star Wars Advent Calendar 2014,2014,209,275,https://cdn.rebrickable.com/media/sets/75056-1.jpg,9,24.99,4,4.7,November 2014,101.63,3.7
75058-1,MTT,2014,158,954,https://cdn.rebrickable.com/media/sets/75058-1.jpg,0,0,2,4.7,December 2015,315.84,4.0
75059-1,Sandcrawler,2014,171,3296,https://cdn.rebrickable.com/media/sets/75059-1.jpg,14,249.99,7,4.8,November 2016,412.19,4.5
75060-1,Slave I,2015,171,1996,https://cdn.rebrickable.com/media/sets/75060-1.jpg,5,169.99,3,4.9,January 2019,415.82,4.6
75080-1,AAT,2015,158,251,https://cdn.rebrickable.com/media/sets/75080-1.jpg,3,24.99,0,4.7,December 2015,66.26,3.8
75081-1,T-16 Skyhopper,2015,158,247,https://cdn.rebrickable.com/media/sets/75081-1.jpg,2,24.99,1,4.7,November 2015,50.94,3.8
75082-1,TIE Advanced Prototype,2015,158,355,https://cdn.rebrickable.com/media/sets/75082-1.jpg,3,39.99,1,4.8,November 2016,121.64,4.0
75083-1,AT-DP,2015,158,500,https://cdn.rebrickable.com/media/sets/75083-1.jpg,4,49.99,0,4.8,November 2015,132.13,4.1
75084-1,Wookiee Gunship,2015,158,570,https://cdn.rebrickable.com/media/sets/75084-1.jpg,4,59.99,2,4.8,November 2015,155.83,3.9
75086-1,Battle Droid Troop Carrier,2015,158,565,https://cdn.rebrickable.com/media/sets/75086-1.jpg,15,39.99,1,4.8,November 2016,173.07,4.2
75087-1,Anakin's Custom Jedi Starfighter,2015,158,370,https://cdn.rebrickable.com/media/sets/75087-1.jpg,3,39.99,1,4.8,December 2016,196.58,4.1
