,id,theme,name,year of release,# of pieces,# of minifigures,Secondary market prices of new sets in 2015,Secondary market prices of used sets in 2015,Primary market price at release,age,Size group (1 - Biggest; 4 - Smallest),Profit Margin,Full Retirement Date,Years Since Retirement,Yearly Average Returns
87,10231,Advanced models,Shuttle Expedition,2011,1230,3.0,254.58,159.6,99.99,4,1,2.5460546054605464,2012-12-19T00:00:00Z,3.0356164383561643,1.3605105358383716
88,10232,Advanced models,Palace Cinema,2013,2196,6.0,162.28,121.63,149.99,2,1,1.081938795919728,2017-11-24T00:00:00Z,-1.8986301369863015,
89,10233,Trains,Horizon Express,2013,1351,6.0,164.39,112.73,129.99,2,1,1.2646357412108622,2014-12-15T00:00:00Z,1.0465753424657533,
90,10234,Advanced models,Sydney Opera House,2013,2989,0.0,323.52,256.8,319.99,2,1,1.0110315947373354,2016-11-21T00:00:00Z,-0.8904109589041096,
91,10235,Seasonal,Winter Village Market,2013,1261,9.0,139.41,66.28,99.99,2,1,1.3942394239423943,2014-12-08T00:00:00Z,1.0657534246575342,
92,10236,Star Wars,Ewok Village,2013,1990,16.0,244.31,212.73,249.99,2,1,0.9772790911636465,2016-11-29T00:00:00Z,-0.9123287671232877,
93,10237,Lord of the Rings,Tower of Orthanc,2013,2359,5.0,237.19,182.93,199.99,2,1,1.1860093004650232,2015-10-15T00:00:00Z,0.2136986301369863,
94,10240,Star Wars,Red Five X-wing Starfighter,2013,1558,1.0,213.42,157.2,199.99,2,1,1.0671533576678833,2015-10-15T00:00:00Z,0.2136986301369863,
95,10241,Advanced models,Maersk Line Triple-E,2014,1518,0.0,188.21,150.5,149.99,1,1,1.2548169877991866,2015-09-15T00:00:00Z,0.2958904109589041,
96,10242,Advanced models,MINI Cooper MK VII,2014,1077,0.0,121.46,81.88,99.99,1,2,1.2147214721472148,2019-04-24T00:00:00Z,-3.3123287671232875,
97,10243,Advanced models,Parisian Restaurant,2014,2469,5.0,151.86,135.13,159.99,1,1,0.9491843240202513,2019-12-02T00:00:00Z,-3.9205479452054797,
98,10244,Advanced models,Fairground Mixer,2014,1746,12.0,143.46,119.67,149.99,1,1,0.95646376425095,2016-11-20T00:00:00Z,-0.8876712328767123,
99,10245,Seasonal,Santa’s Workshop,2014,883,6.0,108.0,48.0,69.99,1,2,1.5430775825117875,2016-11-26T00:00:00Z,-0.9041095890410958,
100,10937,Batman,Batman: Arkham Asylum Breakout,2013,1619,8.0,248.33,125.0,159.99,2,1,1.552159509969373,2014-12-03T00:00:00Z,1.0794520547945206,
101,1187,Castle,Glider,1999,23,1.0,29.64,6.35,1.99,16,4,14.894472361809045,,,
102,1269,Castle,White Ninja,1999,23,1.0,14.25,25.0,2.99,16,4,4.765886287625418,,,
103,1388,Bionicle,Huki,2001,8,0.0,16.15,10.78,1.99,14,4,8.115577889447236,,,
104,1389,Bionicle,Onepu,2001,8,0.0,21.67,10.53,1.99,14,4,10.889447236180905,,,
105,1390,Bionicle,Maku,2001,8,0.0,13.37,9.82,1.99,14,4,6.71859296482412,,,
106,1391,Bionicle,Jala,2001,8,0.0,15.21,11.05,1.99,14,4,7.64321608040201,,,
107,1392,Bionicle,Kongu,2001,8,0.0,14.33,10.05,1.99,14,4,7.201005025125628,,,
108,1393,Bionicle,Matoro,2001,8,0.0,9.41,10.53,1.99,14,4,4.728643216080402,,,
109,1441,Bionicle,Fikou,2003,13,0.0,9.8,8.0,0.0,12,4,,,,
110,1463,Castle,Treasure Cart,1992,23,1.0,19.08,10.67,1.99,23,4,9.58793969849246,,,
111,1547,Castle,Black Knights Boat,1993,58,2.0,31.17,19.27,3.99,22,4,7.81203007518797,,,
112,1596,Castle,Ghostly Hideout,1993,37,2.0,30.89,20.87,3.99,22,4,7.741854636591478,,,
113,1597,Castle,Castle Value Pack,1993,117,5.0,155.67,21.2,7.99,22,4,19.48310387984981,,,
114,1712,Castle,Crossbow Cart,1994,23,1.0,15.17,5.0,1.99,21,4,7.623115577889447,,,
115,1746,Castle,Wiz the Wizard,1995,17,1.0,13.69,9.93,2.99,20,4,4.578595317725752,,,
116,1747,Pirates,Treasure Surprise,1996,22,1.0,5.14,7.33,1.99,19,4,2.5829145728643215,,,
117,1788,Pirates,Treasure Chest,1995,159,4.0,167.13,36.27,21.99,20,4,7.600272851296044,,,
118,1802,Pirates,Tidy Treasure,1996,22,1.0,10.6,9.83,1.99,19,4,5.326633165829145,,,
119,1804,Castle,Crossbow Boat,1996,21,1.0,20.8,9.08,1.99,19,4,10.452261306532664,,,
120,1906,Castle,Majisto’s Tower,1994,195,3.0,75.47,53.47,19.99,21,4,3.7753876938469237,,,
121,20006,Star Wars,Clone Turbo Tank,2008,64,0.0,75.87,23.73,0.0,7,4,,,,
122,20007,Star Wars,Republic Attack Cruiser,2009,84,0.0,34.9,22.31,3.99,6,4,8.746867167919799,,,
123,20009,Star Wars,AT-TE Walker,2009,94,0.0,22.1,11.0,3.99,6,4,5.538847117794487,,,
124,20010,Star Wars,Republic Gunship,2009,99,0.0,27.18,13.47,3.99,6,4,6.81203007518797,,,
125,20016,Star Wars,BrickMaster Imperial Shuttle,2010,70,0.0,16.59,10.07,3.99,5,4,4.157894736842105,,,
126,20017,Prince of Persia,BrickMaster - Prince of Persia,2010,49,1.0,8.39,5.27,3.99,5,4,2.1027568922305764,,,
127,20018,Star Wars,BrickMaster AT-AT Walker,2010,88,0.0,28.01,12.81,3.99,5,4,7.020050125313284,,,
128,20019,Star Wars,Slave I,2011,76,0.0,10.2,9.61,3.99,4,4,2.5563909774436087,,,
129,20021,Star Wars,Bounty Hunter Assault Gunship,2011,81,0.0,11.89,0.0,3.99,4,4,2.979949874686717,,,
130,2063,Hero factory,Stormer 2.0,2011,31,0.0,35.5,25.47,7.99,4,4,4.443053817271589,2011-11-12T00:00:00Z,4.13972602739726,1.4336897433635538
131,2065,Hero factory,Furno 2.0,2011,30,0.0,14.47,13.8,7.99,4,4,1.8110137672090112,2011-12-08T00:00:00Z,4.068493150684931,1.1571639857283702
132,2067,Hero factory,Evo 2.0,2011,31,0.0,14.0,21.53,7.99,4,4,1.7521902377972465,2011-12-06T00:00:00Z,4.073972602739726,1.14759755876301
133,2068,Hero factory,Nex 2.0,2011,31,0.0,30.06,17.93,7.99,4,4,3.762202753441802,2012-01-14T00:00:00Z,3.967123287671233,1.3965380203147708
134,21000,Architecture,Sears Tower,2008,69,0.0,59.06,30.2,19.99,7,4,2.95447723861931,2011-10-09T00:00:00Z,4.232876712328767,1.2916627938514105
135,21000-2,Architecture,Willis Tower,2011,69,0.0,21.96,14.25,19.99,4,4,1.0985492746373189,,,
136,21001,Architecture,John Hancock Center,2008,69,0.0,114.56,60.27,19.99,7,4,5.730865432716358,2011-11-26T00:00:00Z,4.101369863013699,1.5306291898746442
137,21002,Architecture,Empire State Building,2009,77,0.0,23.31,16.47,19.99,6,4,1.1660830415207604,2014-10-02T00:00:00Z,1.2493150684931507,
138,21003,Architecture,Seattle Space Needle,2009,57,0.0,24.17,17.33,19.99,6,4,1.2091045522761383,2015-12-26T00:00:00Z,0.01643835616438356,
139,21004,Architecture,Solomon Guggenheim Museum,2009,208,0.0,77.7,44.93,39.99,6,4,1.9429857464366092,2013-12-09T00:00:00Z,2.063013698630137,1.3798415834871987
140,21005,Architecture,Fallingwater,2009,811,0.0,118.73,78.28,99.99,6,2,1.1874187418741875,2015-02-08T00:00:00Z,0.8958904109589041,
141,21006,Architecture,The White House,2010,560,0.0,52.46,36.29,49.99,5,3,1.0494098819763953,2016-11-20T00:00:00Z,-0.8876712328767123,
142,21007,Architecture,Rockefeller Center,2011,240,0.0,67.65,32.6,39.99,4,4,1.6916729182295573,2013-12-01T00:00:00Z,2.084931506849315,1.2867905546934335
143,21008,Architecture,Burj Khalifa-Dubai,2011,208,0.0,53.19,25.07,24.99,4,4,2.128451380552221,2013-12-12T00:00:00Z,2.0547945205479454,1.4443009069868886
144,21009,Architecture,Farnsworth House,2011,546,0.0,63.58,41.8,59.99,4,3,1.0598433072178697,2014-04-30T00:00:00Z,1.673972602739726,
145,21010,Architecture,Robie House,2011,2276,0.0,293.51,235.13,199.99,4,1,1.4676233811690584,2013-12-14T00:00:00Z,2.0493150684931507,1.2058758276862482
146,21011,Architecture,Brandenburg Gate,2011,363,0.0,32.88,21.67,34.99,4,3,0.9396970563018006,2015-12-04T00:00:00Z,0.07671232876712329,
147,21012,Architecture,Sydney Opera House,2012,270,0.0,40.0,26.67,39.99,3,4,1.0002500625156288,2014-12-13T00:00:00Z,1.0520547945205478,
148,21013,Architecture,Big Ben,2012,346,0.0,31.21,21.4,29.99,3,3,1.0406802267422475,2016-11-26T00:00:00Z,-0.9041095890410958,
149,21014,Architecture,Villa Savoye,2012,660,0.0,70.19,40.67,69.99,3,2,1.0028575510787257,2015-12-26T00:00:00Z,0.01643835616438356,
150,21015,Architecture,The Leaning Tower of Pisa,2012,345,0.0,43.39,40.25,34.99,3,3,1.2400685910260074,2015-12-26T00:00:00Z,0.01643835616438356,
151,21016,Architecture,Sungnyemun,2012,325,0.0,146.48,46.0,34.99,3,4,4.186338953986853,2013-02-19T00:00:00Z,2.8657534246575342,1.648117228755919
152,21017,Architecture,Imperial Hotel,2013,1188,0.0,97.23,86.67,129.99,2,2,0.7479806138933764,2015-12-19T00:00:00Z,0.03561643835616438,
153,21018,Architecture,United Nations Headquarters,2013,597,0.0,49.62,28.8,49.99,2,3,0.9925985197039408,2015-12-26T00:00:00Z,0.01643835616438356,
154,21019,Architecture,The Eiffel Tower,2014,321,0.0,48.02,25.88,34.99,1,4,1.372392112032009,2018-12-11T00:00:00Z,-2.9452054794520546,
155,21020,Architecture,Trevi Fountain,2014,731,0.0,53.63,30.4,49.99,1,2,1.0728145629125825,2016-11-14T00:00:00Z,-0.8712328767123287,
156,21021,Architecture,Marina Bay Sands,2013,602,0.0,536.87,299.99,49.99,2,3,10.739547909581916,,,
157,21050,Architecture,Architecture Studio,2013,1211,0.0,177.42,163.47,149.99,2,1,1.1828788585905725,2017-12-20T00:00:00Z,-1.9698630136986301,
158,21100,Ideas,Shinkai 6500 Submarine,2010,412,0.0,408.5,199.17,49.99,5,3,8.171634326865373,,,
159,21101,Ideas,Hayabusa,2012,369,1.0,109.33,60.75,49.99,3,3,2.187037407481496,2013-11-05T00:00:00Z,2.1561643835616437,1.4375426329443133
160,21102,Ideas,Minecraft Micro World,2012,480,0.0,46.0,25.0,34.99,3,3,1.3146613318090883,2015-01-15T00:00:00Z,0.9616438356164384,
161,21103,Ideas,The DeLorean Time Machine,2013,401,2.0,45.55,32.13,34.99,2,3,1.301800514432695,2014-12-30T00:00:00Z,1.0054794520547945,
162,21104,Ideas,NASA Mars Science Laboratory Curiosity Rover,2014,295,0.0,99.0,67.0,29.99,1,4,3.30110036678893,2014-01-20T00:00:00Z,1.9479452054794522,
163,21105,Minecraft,Minecraft Micro World: The Village,2013,466,0.0,51.11,29.4,34.99,2,3,1.460703058016576,2014-11-28T00:00:00Z,1.093150684931507,
164,21106,Minecraft,Minecraft Micro World: The Nether,2013,469,0.0,45.54,30.55,34.99,2,3,1.3015147184909974,2015-01-14T00:00:00Z,0.9643835616438357,
165,21107,Minecraft,Microworld: The End,2014,440,0.0,39.12,0.0,34.99,1,3,1.1180337239211202,2015-01-26T00:00:00Z,0.9315068493150684,
166,21108,Ideas,Ghostbusters ECTO,2014,508,4.0,50.89,41.8,49.99,1,3,1.018003600720144,2016-11-02T00:00:00Z,-0.8383561643835616,
167,21109,Ideas,Exo-Suit,2014,321,2.0,42.06,43.13,34.99,1,4,1.202057730780223,2015-08-26T00:00:00Z,0.3506849315068493,
168,2111,Ninjago,Kai,2011,19,1.0,12.65,9.5,9.99,4,4,1.2662662662662663,2011-06-29T00:00:00Z,4.512328767123288,1.05370997672298
169,21110,Ideas,Research Institute,2014,165,3.0,51.04,0.0,19.99,1,4,2.5532766383191596,2014-12-14T00:00:00Z,1.0493150684931507,
170,21113,Minecraft,The Cave,2014,249,2.0,43.88,15.0,19.99,1,4,2.1950975487743873,2017-11-07T00:00:00Z,-1.8520547945205479,
171,21114,Minecraft,The Farm,2014,262,2.0,52.28,0.0,29.99,1,4,1.74324774924975,2016-12-15T00:00:00Z,-0.9561643835616438,
172,21115,Minecraft,The First Night,2014,408,2.0,56.24,0.0,39.99,1,3,1.4063515878969741,2016-11-26T00:00:00Z,-0.9041095890410958,
173,21116,Minecraft,Crafting Box,2014,518,0.0,84.84,70.0,49.99,1,3,1.6971394278855771,2016-11-20T00:00:00Z,-0.8876712328767123,
174,21117,Minecraft,The Ender Dragon,2014,634,0.0,81.87,53.0,69.99,1,3,1.1697385340762967,2016-12-20T00:00:00Z,-0.9698630136986301,
175,21118,Minecraft,The Mine,2014,922,0.0,155.71,0.0,109.99,1,2,1.4156741521956542,2015-12-26T00:00:00Z,0.01643835616438356,
176,2112,Ninjago,Cole,2011,19,1.0,18.87,21.0,9.99,4,4,1.8888888888888888,2011-07-21T00:00:00Z,4.4520547945205475,1.1535600560218215
177,2113,Ninjago,Zane,2011,19,1.0,20.47,14.0,9.99,4,4,2.049049049049049,2011-04-16T00:00:00Z,4.715068493150685,1.1643294744462294
178,2114,Ninjago,Chopov,2011,20,1.0,13.67,9.25,9.99,4,4,1.3683683683683683,2011-12-29T00:00:00Z,4.010958904109589,1.0813286795719999
179,2115,Ninjago,Bonezai,2011,21,1.0,13.42,7.65,9.99,4,4,1.3433433433433433,2012-01-20T00:00:00Z,3.9506849315068493,1.0775732102374147
180,2116,Ninjago,Krazi,2011,22,1.0,14.25,11.38,9.99,4,4,1.4264264264264264,2012-01-20T00:00:00Z,3.9506849315068493,1.0940664609725832
181,21200,Miscellaneous,Life of George,2011,146,0.0,17.88,17.5,29.99,4,4,0.5961987329109704,2012-09-05T00:00:00Z,3.3232876712328765,0.8558814813115155
182,21201,Miscellaneous,Life Of George,2012,146,0.0,18.44,11.67,29.99,3,4,0.6148716238746249,2013-11-30T00:00:00Z,2.0876712328767124,0.7921860631521996
183,2141,Hero factory,Surge 2.0,2011,30,0.0,29.88,26.27,7.99,4,4,3.739674593241552,2011-12-06T00:00:00Z,4.073972602739726,1.3823186435745307
184,2142,Hero factory,Breez 2.0,2011,29,0.0,16.5,7.67,7.99,4,4,2.065081351689612,2012-01-09T00:00:00Z,3.9808219178082194,1.19981310996311
185,2143,Hero factory,Rocka 3.0,2011,30,0.0,13.85,12.38,7.99,4,4,1.7334167709637045,2012-08-07T00:00:00Z,3.4027397260273973,1.1754631313866226
186,2144,Hero factory,Nex 3.0,2011,29,0.0,12.68,10.07,7.99,4,4,1.5869837296620775,2012-08-25T00:00:00Z,3.3534246575342466,1.1476546910026573
187,2145,Hero factory,Stormer 3.0,2011,31,0.0,22.5,12.6,7.99,4,4,2.816020025031289,2012-07-16T00:00:00Z,3.463013698630137,1.348464240638897
188,2159,Trains,9V Train Track Starter Collection,2006,24,0.0,35.47,23.5,29.99,9,4,1.1827275758586195,2008-03-03T00:00:00Z,7.835616438356165,1.021649017309397
189,2170,Ninjago,Cole DX,2011,21,1.0,12.36,9.72,9.99,4,4,1.237237237237237,2012-03-07T00:00:00Z,3.8219178082191783,1.0572804623790018
190,2171,Ninjago,Zane DX,2011,22,1.0,13.75,10.53,9.99,4,4,1.3763763763763763,2012-01-14T00:00:00Z,3.967123287671233,1.0838563876819767
191,2172,Ninjago,Nya,2011,21,1.0,18.84,15.79,9.99,4,4,1.8858858858858858,2011-12-05T00:00:00Z,4.076712328767123,1.1683763166772054
192,2173,Ninjago,Nuckal,2011,26,1.0,18.08,5.88,9.99,4,4,1.8098098098098097,2011-09-26T00:00:00Z,4.2684931506849315,1.1490975061579594
193,2174,Ninjago,Kruncha,2011,24,1.0,12.08,6.19,9.99,4,4,1.2092092092092093,2012-02-04T00:00:00Z,3.9095890410958902,1.0497897595987737
194,2175,Ninjago,Wyplash,2011,23,1.0,9.22,7.8,9.99,4,4,0.922922922922923,2012-01-20T00:00:00Z,3.9506849315068493,0.9799020160058216
195,2183,Hero factory,Stringer 3.0,2011,30,0.0,16.85,12.31,7.99,4,4,2.108886107634543,2012-08-07T00:00:00Z,3.4027397260273973,1.2451824873249726
196,2191,Hero factory,Furno 3.0,2011,28,0.0,32.15,17.07,7.99,4,4,4.023779724655819,2012-08-01T00:00:00Z,3.419178082191781,1.5025748784612234
197,2192,Hero factory,Drilldozer,2011,61,0.0,40.5,20.27,12.99,4,4,3.1177829099307157,2011-10-15T00:00:00Z,4.2164383561643834,1.309555593147706
198,2193,Hero factory,Jetbug,2011,63,0.0,25.38,17.33,12.99,4,4,1.953810623556582,2012-01-20T00:00:00Z,3.9506849315068493,1.1847544909547458
199,2194,Hero factory,Nitroblast,2011,57,0.0,29.0,14.94,12.99,4,4,2.232486528098537,2011-12-03T00:00:00Z,4.082191780821918,1.2174231704474325
200,2231,Hero factory,Waspix,2011,48,0.0,28.47,15.73,12.99,4,4,2.191685912240185,2012-02-13T00:00:00Z,3.884931506849315,1.223821201793744
201,2232,Hero factory,Raw-Jaw,2011,52,0.0,32.53,16.6,12.99,4,4,2.50423402617398,2012-01-13T00:00:00Z,3.96986301369863,1.260159034733123
202,2233,Hero factory,Fangz,2011,55,0.0,32.27,18.13,12.99,4,4,2.4842186297151656,2012-08-12T00:00:00Z,3.389041095890411,1.3080012244766772
203,2235,Hero factory,Fire Lord,2011,125,0.0,74.83,39.53,19.99,4,4,3.743371685842922,2011-11-29T00:00:00Z,4.093150684931507,1.380556552471211
204,2236,Hero factory,Scorpio,2011,104,0.0,41.38,19.67,24.99,4,4,1.6558623449379755,2012-08-28T00:00:00Z,3.345205479452055,1.1627171376913321
205,2254,Ninjago,Mountain Shrine,2011,169,2.0,40.0,35.21,19.99,4,4,2.001000500250125,2011-12-11T00:00:00Z,4.06027397260274,1.1862980332183242
206,2255,Ninjago,Sensei Wu,2011,20,1.0,14.88,12.81,9.99,4,4,1.4894894894894894,2011-12-21T00:00:00Z,4.032876712328767,1.1038414622613282
207,2256,Ninjago,Lord Garmadon,2011,23,1.0,19.29,12.82,9.99,4,4,1.9309309309309308,2011-12-28T00:00:00Z,4.013698630136986,1.1781425913714447
208,2257,Ninjago,Spinjitzu Starter Set,2011,57,2.0,20.63,17.44,19.99,4,4,1.032016008004002,2012-01-10T00:00:00Z,3.978082191780822,1.0079534142931592
209,2258,Ninjago,Ninja Ambush,2011,71,2.0,20.78,15.2,6.99,4,4,2.972818311874106,2011-11-30T00:00:00Z,4.090410958904109,1.3052011995386874
210,2259,Ninjago,Skull Motorbike,2011,157,2.0,42.28,18.87,14.99,4,4,2.820547031354236,2011-11-28T00:00:00Z,4.095890410958904,1.288094145005325
211,2260,Ninjago,Ice Dragon Attack,2011,158,2.0,95.57,41.67,19.99,4,4,4.780890445222611,2011-11-24T00:00:00Z,4.1068493150684935,1.4637181036148026
212,2263,Ninjago,Turbo Shredder,2011,223,3.0,50.4,34.29,29.99,4,4,1.6805601867289097,2011-12-01T00:00:00Z,4.087671232876712,1.1354150555706266
213,2282,Hero factory,Rocka XL,2011,174,0.0,65.88,42.38,24.99,4,4,2.63625450180072,2012-08-07T00:00:00Z,3.4027397260273973,1.3295972565851797
214,2283,Hero factory,Witch Doctor,2011,331,0.0,115.0,59.33,29.99,4,4,3.8346115371790597,2012-07-20T00:00:00Z,3.452054794520548,1.4760256012197073
215,2504,Ninjago,Spinjitzu Dojo,2011,373,3.0,79.89,47.27,49.99,4,3,1.598119623924785,2011-11-28T00:00:00Z,4.095890410958904,1.1212710982277294
216,2505,Ninjago,Garmadon’s Dark Fortress,2011,518,6.0,179.4,92.27,69.99,4,3,2.563223317616803,2011-11-25T00:00:00Z,4.104109589041096,1.2577785205886698
217,2506,Ninjago,Skull Truck,2011,515,4.0,70.44,54.56,59.99,4,3,1.1741956992832139,2012-11-13T00:00:00Z,3.1342465753424658,1.05257031180987
218,2507,Ninjago,Fire Temple,2011,1180,8.0,184.15,144.13,119.99,4,2,1.5347112259354947,2012-11-21T00:00:00Z,3.1123287671232878,1.147548086267496
219,2508,Ninjago,Blacksmith Shop,2011,189,2.0,62.44,25.87,19.99,4,4,3.1235617808904452,2011-12-15T00:00:00Z,4.049315068493151,1.3248188116062696
220,2509,Ninjago,Earth Dragon Defence,2011,227,2.0,127.71,58.13,34.99,4,4,3.6498999714204055,2011-11-28T00:00:00Z,4.095890410958904,1.3717636755681129
221,2516,Ninjago,Ninja Training Outpost,2011,45,1.0,14.0,8.6,4.99,4,4,2.8056112224448895,2011-12-06T00:00:00Z,4.073972602739726,1.2881698287398973
222,2518,Ninjago,Nuckal's ATV,2011,174,2.0,27.19,25.47,24.99,4,4,1.0880352140856344,2012-03-07T00:00:00Z,3.8219178082191783,1.022321706991518
223,2519,Ninjago,Skeleton Bowling,2011,371,1.0,29.95,30.77,29.99,4,3,0.9986662220740247,2012-01-08T00:00:00Z,3.9835616438356163,0.9996650121781736
224,2520,Ninjago,Ninja Battle Arena,2011,463,2.0,50.93,36.72,49.99,4,3,1.0188037607521503,2012-03-30T00:00:00Z,3.758904109589041,1.0049683084207914
225,2521,Ninjago,Lightning Dragon Battle,2011,645,4.0,193.93,110.87,79.99,4,3,2.4244280535066887,2011-11-12T00:00:00Z,4.13972602739726,1.2385311832705421
226,2538,Castle,Fire-Cart,1998,20,1.0,7.59,4.6,1.99,17,4,3.8140703517587937,,,
227,2539,Castle,Flying Machine,1998,21,1.0,12.2,5.13,1.99,17,4,6.130653266331658,,,
228,2540,Castle,Catapault Cart,1998,28,1.0,6.67,4.82,1.99,17,4,3.351758793969849,,,
229,2824,City,City Advent Calendar,2010,271,6.0,44.59,18.8,34.99,5,4,1.2743641040297229,2010-11-18T00:00:00Z,5.123287671232877,1.0484601916956782
230,2856134,Ninjago,Ninjago Card Shrine,2011,98,0.0,8.27,4.5,6.99,4,4,1.1831187410586552,2012-02-07T00:00:00Z,3.9013698630136986,1.0440436082750688
231,2856197,Star Wars,Shadow ARF Trooper,2011,5,1.0,37.07,0.0,3.99,4,4,9.290726817042605,,,
232,30002,City,Police Boat,2009,30,1.0,8.35,4.47,2.99,6,4,2.792642140468227,,,
233,30004,Star Wars,Battle Droid on STAP,2009,28,1.0,8.43,4.8,3.99,6,4,2.1127819548872178,,,
234,30005,Star Wars,Imperial Speeder Bike,2009,30,1.0,10.04,5.53,3.99,6,4,2.5162907268170422,,,
235,30006,Star Wars,Clone Walker,2009,30,1.0,18.7,7.2,3.99,6,4,4.68671679197995,,,
236,30008,Creator,Snowman,2009,44,0.0,13.74,7.2,3.99,6,4,3.443609022556391,,,
237,30009,Creator,Christmas Tree,2009,51,0.0,7.83,5.4,3.99,6,4,1.962406015037594,,,
238,30010,City,Fire Chief,2010,31,1.0,8.2,4.33,2.99,5,4,2.7424749163879594,,,
239,30012,City,Microlight,2010,34,1.0,9.37,5.8,3.99,5,4,2.3483709273182956,,,
240,30013,City,Police buggy,2010,34,1.0,6.87,3.33,3.99,5,4,1.7218045112781954,,,
241,30014,City,Police Helicopter,2011,32,1.0,12.76,4.33,2.99,4,4,4.2675585284280935,,,
242,30015,City,Jet Ski,2011,24,2.0,5.91,9.25,2.99,4,4,1.9765886287625418,,,
243,30017,City,Police Boat,2012,35,1.0,6.5,6.58,3.99,3,4,1.6290726817042607,,,
244,30018,City,Police Microlight,2012,32,1.0,6.24,5.67,3.99,3,4,1.5639097744360901,,,
245,30023,Creator,Lighthouse,2011,25,0.0,12.24,7.07,2.99,4,4,4.093645484949833,,,
246,30025,Creator,Clown Fish,2011,59,0.0,8.79,5.92,3.99,4,4,2.203007518796992,,,
247,30028,Creator,Wreath,2011,50,0.0,12.19,4.09,4.99,4,4,2.442885771543086,,,
248,30040,Atlantis,Octopus,2010,42,0.0,7.34,5.6,3.99,5,4,1.8395989974937341,,,
249,30042,Atlantis,Mini Sub,2010,42,1.0,6.07,1.8,3.99,5,4,1.5213032581453634,,,
250,30050,Star Wars,Republic Attack Shuttle,2010,54,0.0,9.56,6.74,3.99,5,4,2.3959899749373434,,,
251,30051,Star Wars,X-wing Fighter,2010,67,0.0,13.73,8.6,3.99,5,4,3.4411027568922306,,,
252,30052,Star Wars,AAT,2011,46,0.0,9.0,5.76,3.99,4,4,2.255639097744361,,,
253,30053,Star Wars,Venator Class Republic Attack Cruiser,2011,41,0.0,6.7,5.31,3.99,4,4,1.6791979949874687,,,
254,30054,Star Wars,AT-ST,2011,46,0.0,8.92,4.95,3.99,4,4,2.2355889724310773,,,
255,30055,Star Wars,Droid Fighter,2011,45,0.0,9.41,2.08,2.99,4,4,3.1471571906354514,,,
256,30056,Star Wars,Star Destroyer,2012,38,0.0,7.44,4.05,3.99,3,4,1.8646616541353382,,,
257,30057,Star Wars,Anakin’s Pod Racer,2012,38,0.0,6.53,4.4,4.99,3,4,1.308617234468938,,,
258,30058,Star Wars,STAP,2012,24,1.0,9.25,6.23,3.99,3,4,2.318295739348371,,,
259,30059,Star Wars,MTT,2012,51,0.0,5.66,3.17,3.97,3,4,1.4256926952141058,,,
260,30062,Castle,Target Practice,2010,29,1.0,9.7,4.95,3.99,5,4,2.4310776942355887,,,
261,30070,Toy story,Alien Space Ship,2010,32,1.0,8.84,5.27,3.99,5,4,2.215538847117794,,,
262,30071,Toy story,Army Jeep,2010,37,1.0,11.19,5.07,2.99,5,4,3.7424749163879594,,,
263,30072,Toy story,Woody’s Camp Out,2010,18,1.0,6.33,6.68,0.0,5,4,,,,
264,30073,Toy story,Buzz’s Mini Ship,2010,23,1.0,10.08,0.0,0.0,5,4,,,,
265,30080,Ninjago,Ninja Glider,2011,26,1.0,8.62,5.5,3.47,4,4,2.4841498559077806,,,
266,30082,Ninjago,Ninja Training,2011,34,1.0,8.64,6.71,3.47,4,4,2.489913544668588,,,
267,30083,Ninjago,Dragon Fight,2011,31,1.0,13.59,5.91,3.49,4,4,3.893982808022922,,,
268,30101,Friends,Skateboarder,2012,28,1.0,11.76,6.33,4.99,3,4,2.356713426853707,,,
269,30102,Friends,Desk,2012,26,1.0,6.23,7.67,3.97,3,4,1.5692695214105794,,,
270,30103,Friends,Car,2012,32,1.0,11.26,8.0,3.97,3,4,2.836272040302267,,,
271,30105,Friends,Mailbox,2012,41,1.0,7.61,7.17,3.99,3,4,1.9072681704260652,,,
272,30106,Friends,Ice Cream Stand,2013,34,1.0,7.13,4.27,4.99,2,4,1.4288577154308617,,,
273,30107,Friends,Birthday Party,2013,39,1.0,7.53,4.33,4.99,2,4,1.5090180360721444,,,
274,30108,Friends,Summer Picnic,2013,33,1.0,6.39,4.33,4.99,2,4,1.2805611222444888,,,
275,30110,Harry Potter,Trolley,2011,17,1.0,16.06,7.16,4.99,4,4,3.2184368737474944,,,
276,30111,Harry Potter,The Lab,2011,34,1.0,7.43,6.93,3.99,4,4,1.8621553884711777,,,
277,30112,Friends,Flower Stand,2014,33,1.0,10.06,4.0,4.99,1,4,2.0160320641282565,,,
278,30113,Friends,Stephanie’s Bakery Stand,2014,28,1.0,6.91,0.0,5.59,1,4,1.2361359570661896,,,
279,30115,Friends,Jungle Boat,2014,31,1.0,7.53,0.0,4.99,1,4,1.5090180360721444,,,
280,30116,Disney princess,Rapunzel at the Marketplace,2014,37,1.0,7.57,0.0,4.99,1,4,1.5170340681362726,,,
281,30130,Pirates of Caribean,Mini Black Pearl,2011,50,0.0,18.47,12.67,3.99,4,4,4.62907268170426,,,
